pi	EigenGWAS
Solyc08g077290	
Solyc08g077300	
Solyc08g077310	
Solyc08g077320	
Solyc08g077330	
Solyc08g077340	
Solyc08g077350	
Solyc08g077360	
Solyc08g077370	
Solyc08g077380	
Solyc08g077400	
Solyc08g077410	
Solyc08g077420	
Solyc08g077430	
Solyc08g077440	
Solyc08g077450	
Solyc08g077460	
Solyc08g077470	
Solyc08g077480	
Solyc08g077490	
Solyc08g077500	
Solyc08g077510	
Solyc08g077520	
Solyc08g077530	
Solyc08g077540	
Solyc08g077550	
Solyc08g077560	
Solyc08g077570	
Solyc08g077580	
Solyc08g077590	
Solyc08g077600	
Solyc08g077610	
Solyc08g077620	
Solyc08g077630	
Solyc08g077640	
Solyc08g077650	
Solyc08g077660	
Solyc08g077670	
Solyc08g077680	
Solyc08g077690	
Solyc08g077700	
Solyc08g077710	
Solyc08g077720	
Solyc08g077730	
Solyc08g077740	
Solyc08g077750	
Solyc08g077760	
Solyc08g077770	
Solyc08g077780	
Solyc08g077790	
Solyc08g077800	
Solyc08g077810	
Solyc08g077820	
Solyc08g077830	
Solyc08g077840	
Solyc08g077850	
Solyc08g077860	
Solyc08g077870	
Solyc08g077880	
Solyc08g077890	
Solyc08g077900	
Solyc08g077910	
Solyc08g077920	
Solyc08g077930	
Solyc08g077940	
Solyc08g077950	
Solyc08g077960	
Solyc08g077970	
Solyc08g077980	
Solyc08g077990	
Solyc08g078000	
Solyc08g078010	
Solyc08g078020	
Solyc08g078030	
Solyc08g078040	
Solyc08g078050	
Solyc08g078060	
Solyc08g078070	
Solyc08g078080	
Solyc08g078090	
Solyc08g078100	
Solyc08g078110	
Solyc08g078120	
Solyc08g078130	
Solyc08g078140	
Solyc08g078150	
Solyc08g078160	
Solyc08g078170	
Solyc08g078180	
Solyc08g078190	
Solyc08g078200	
Solyc08g078210	
Solyc08g078220	
Solyc08g078230	
Solyc08g078240	
Solyc08g078250	
Solyc08g078260	
Solyc08g078270	
Solyc08g078280	
Solyc08g078290	
Solyc08g078300	
Solyc08g078310	
Solyc08g078320	
Solyc08g078330	
Solyc08g078340	
Solyc08g078350	
Solyc08g078360	
Solyc08g078370	
Solyc08g078380	
Solyc08g081710	
Solyc08g081720	
Solyc08g081730	
Solyc08g081740	
Solyc08g081750	
Solyc08g081760	
Solyc08g081770	
Solyc08g081780	
Solyc08g081790	
Solyc08g081800	
Solyc08g081810	
Solyc08g081820	
Solyc08g081830	
Solyc08g081840	
Solyc08g081850	
Solyc08g081860	
Solyc08g081870	
Solyc08g081880	
Solyc09g007500	
Solyc09g007510	
Solyc09g007520	
Solyc09g007530	
Solyc09g007540	
Solyc09g007550	
Solyc09g007560	
Solyc09g007570	
Solyc09g007580	
Solyc09g007590	
Solyc09g007600	
Solyc09g007610	
Solyc09g007620	
Solyc09g007630	
Solyc09g007640	
Solyc09g007650	
Solyc09g007660	
Solyc09g007670	
Solyc09g009850	
Solyc09g009860	
Solyc09g009870	
Solyc09g009880	
Solyc09g009890	
Solyc09g009900	
Solyc09g009910	
Solyc09g009920	
Solyc09g009930	
Solyc09g009940	
Solyc09g009950	
Solyc09g009960	
Solyc09g009970	
Solyc09g009980	
Solyc09g009990	
Solyc09g010000	
Solyc09g010010	
Solyc09g010020	
Solyc09g010030	
Solyc09g010040	
Solyc09g010050	
Solyc09g010060	
Solyc09g010070	
Solyc09g010080	
Solyc09g010090	
Solyc09g010100	
Solyc09g010110	
Solyc09g010120	
Solyc09g065660	
Solyc09g065670	
Solyc09g065680	
Solyc09g065690	
Solyc09g065700	
Solyc09g066450	
Solyc09g066460	
Solyc09g066470	
Solyc09g066480	
Solyc09g066490	
Solyc09g066500	
Solyc09g072500	
Solyc09g072510	
Solyc09g072520	
Solyc09g072530	
Solyc09g072540	
Solyc09g072550	
Solyc09g072560	
Solyc09g072570	
Solyc09g072580	
Solyc09g072590	
Solyc09g072600	
Solyc09g072610	
Solyc09g072620	
Solyc09g072630	
Solyc09g072640	
Solyc09g072650	
Solyc09g072660	
Solyc09g072670	
Solyc09g072680	
Solyc09g072690	
Solyc09g072700	
Solyc09g072710	
Solyc09g072720	
Solyc09g072730	
Solyc09g072740	
Solyc09g072750	
Solyc09g072760	
Solyc09g072770	
Solyc09g072780	
Solyc09g072790	
Solyc09g072800	
Solyc09g072810	
Solyc09g072820	
Solyc09g072830	
Solyc09g075120	
Solyc09g075110	
Solyc09g075130	
Solyc09g075140	
Solyc09g075150	
Solyc09g075160	
Solyc09g075170	
Solyc09g075180	
Solyc09g075190	
Solyc09g075200	
Solyc09g075210	
Solyc09g075220	
Solyc09g075230	
Solyc09g075240	
Solyc09g075250	
Solyc09g075260	
Solyc09g075270	
Solyc09g075280	
Solyc09g075290	
Solyc09g075300	
Solyc09g075310	
Solyc09g075320	
Solyc09g075330	
Solyc09g075340	
Solyc09g075350	
Solyc09g082820	
Solyc09g082830	
Solyc09g082840	
Solyc09g082850	
Solyc09g082860	
Solyc09g082870	
Solyc09g082880	
Solyc09g082890	
Solyc09g082900	
Solyc09g098610	
Solyc09g082910	
Solyc09g082920	
Solyc09g082930	
Solyc09g082940	
Solyc09g082950	
Solyc09g082960	
Solyc09g082970	
Solyc09g082980	
Solyc09g082990	
Solyc09g083000	
Solyc09g083010	
Solyc09g083020	
Solyc09g083030	
Solyc09g083040	
Solyc09g083050	
Solyc09g083280	
Solyc09g083290	
Solyc09g083300	
Solyc09g083310	
Solyc09g083320	
Solyc09g083330	
Solyc09g083340	
Solyc09g083350	
Solyc09g083360	
Solyc09g083370	
Solyc09g083380	
Solyc09g083390	
Solyc09g083400	
Solyc09g083410	
Solyc09g083420	
Solyc09g083430	
Solyc09g083440	
Solyc09g084440	
Solyc09g084450	
Solyc09g084460	
Solyc09g084470	
Solyc09g084480	
Solyc09g084490	
Solyc09g089490	
Solyc09g089500	
Solyc09g089510	
Solyc09g089520	
Solyc09g089530	
Solyc09g089540	
Solyc09g089550	
Solyc09g089560	
Solyc09g089570	
Solyc09g089580	
Solyc09g089590	
Solyc09g091410	
Solyc09g091420	
Solyc09g091430	
Solyc09g091440	
Solyc09g091450	
Solyc09g091460	
Solyc09g091470	
Solyc09g091480	
Solyc09g091490	
Solyc09g091500	
Solyc09g091510	
Solyc09g091520	
Solyc09g091530	
Solyc09g091540	
Solyc09g091550	
Solyc09g091560	
Solyc09g091570	
Solyc09g091580	
Solyc09g091590	
Solyc09g091600	
Solyc09g091610	
Solyc09g091620	
Solyc09g091630	
Solyc09g091640	
Solyc09g091650	
Solyc09g091660	
Solyc09g091670	
Solyc09g098040	
Solyc09g098050	
Solyc09g098060	
Solyc09g098070	
Solyc09g098080	
Solyc09g098090	
Solyc09g098100	
Solyc09g098110	
Solyc09g098120	
Solyc09g098130	
Solyc09g098140	
Solyc09g098150	
Solyc09g098160	
Solyc09g098170	
Solyc09g098180	
Solyc09g098190	
Solyc10g009250	
Solyc10g009260	
Solyc10g009270	
Solyc10g009280	
Solyc10g009290	
Solyc10g009300	
Solyc10g050500	
Solyc10g050510	
Solyc10g050520	
Solyc10g052480	
Solyc10g052490	
Solyc10g052500	
Solyc10g052510	
Solyc10g052520	
Solyc10g052530	
Solyc10g052540	
Solyc10g052550	
Solyc10g052560	
Solyc10g052570	
Solyc10g076250	
Solyc10g076260	
Solyc10g076270	
Solyc10g076280	
Solyc10g076290	
Solyc10g076300	
Solyc10g078860	
Solyc10g078870	
Solyc10g078880	
Solyc10g078890	
Solyc10g078900	
Solyc10g078910	
Solyc10g078920	
Solyc10g078930	
Solyc10g078940	
Solyc10g078950	
Solyc10g078960	
Solyc10g078970	
Solyc10g078980	
Solyc10g078990	
Solyc10g079000	
Solyc10g079010	
Solyc10g079020	
Solyc10g079030	
Solyc10g079040	
Solyc10g079050	
Solyc10g079060	
Solyc10g079070	
Solyc10g079080	
Solyc10g079090	
Solyc10g079100	
Solyc10g079110	
Solyc10g079120	
Solyc10g079130	
Solyc10g079140	
Solyc10g079150	
Solyc10g079160	
Solyc10g079170	
Solyc10g079180	
Solyc10g079190	
Solyc10g079200	
Solyc10g079210	
Solyc10g079220	
Solyc10g079230	
Solyc10g079240	
Solyc10g079250	
Solyc10g079260	
Solyc10g079270	
Solyc10g079280	
Solyc10g079290	
Solyc10g079300	
Solyc10g079310	
Solyc10g079320	
Solyc10g079330	
Solyc10g079340	
Solyc10g079350	
Solyc10g079360	
Solyc10g079370	
Solyc10g079380	
Solyc10g079390	
Solyc10g079400	
Solyc10g079410	
Solyc10g079420	
Solyc10g079430	
Solyc10g079440	
Solyc10g079450	
Solyc10g079460	
Solyc10g079470	
Solyc10g079480	
Solyc10g079490	
Solyc10g079500	
Solyc10g079510	
Solyc10g079520	
Solyc10g079530	
Solyc10g079540	
Solyc10g079550	
Solyc10g079560	
Solyc10g079570	
Solyc10g079580	
Solyc10g079590	
Solyc10g079600	
Solyc10g079610	
Solyc10g079620	
Solyc10g079630	
Solyc10g079640	
Solyc10g079650	
Solyc10g079660	
Solyc10g079670	
Solyc10g079680	
Solyc10g079690	
Solyc10g079700	
Solyc10g079710	
Solyc10g079720	
Solyc10g079730	
Solyc10g079740	
Solyc10g079750	
Solyc10g079760	
Solyc10g079770	
Solyc10g079780	
Solyc10g079790	
Solyc10g079800	
Solyc10g079810	
Solyc10g079820	
Solyc10g079830	
Solyc10g079840	
Solyc10g079850	
Solyc10g079860	
Solyc10g079870	
Solyc10g079880	
Solyc10g079890	
Solyc10g079900	
Solyc10g079910	
Solyc10g079920	
Solyc10g079930	
Solyc10g079940	
Solyc10g079950	
Solyc10g079960	
Solyc10g079970	
Solyc10g079980	
Solyc10g079990	
Solyc10g080000	
Solyc10g080010	
Solyc10g080020	
Solyc10g080270	
Solyc10g080280	
Solyc10g080290	
Solyc10g080300	
Solyc10g080310	
Solyc10g080320	
Solyc10g080330	
Solyc10g080340	
Solyc10g080350	
Solyc10g080360	
Solyc10g080370	
Solyc10g080380	
Solyc10g080390	
Solyc10g080400	
Solyc10g080410	
Solyc10g080420	
Solyc10g080430	
Solyc10g080440	
Solyc10g080450	
Solyc10g080460	
Solyc10g080470	
Solyc10g080480	
Solyc10g080490	
Solyc10g080500	
Solyc10g080510	
Solyc10g080520	
Solyc10g080530	
Solyc10g080540	
Solyc10g080550	
Solyc10g080560	
Solyc10g080570	
Solyc10g080580	
Solyc10g080590	
Solyc10g080600	
Solyc10g080610	
Solyc10g080620	
Solyc10g080630	
Solyc10g080640	
Solyc10g080650	
Solyc10g080660	
Solyc10g080670	
Solyc10g080680	
Solyc10g080690	
Solyc10g080700	
Solyc10g080710	
Solyc10g080720	
Solyc10g080730	
Solyc10g080740	
Solyc10g080750	
Solyc10g080760	
Solyc10g080770	
Solyc10g080780	
Solyc10g080790	
Solyc10g080800	
Solyc10g080810	
Solyc10g087040	
Solyc10g080840	
Solyc10g080850	
Solyc10g080870	
Solyc10g080880	
Solyc10g080890	
Solyc10g080900	
Solyc10g080910	
Solyc10g080920	
Solyc10g080930	
Solyc10g080940	
Solyc10g080950	
Solyc10g080960	
Solyc10g080970	
Solyc10g080980	
Solyc10g080990	
Solyc10g081000	
Solyc10g081010	
Solyc10g081530	
Solyc10g081540	
Solyc10g081550	
Solyc10g081560	
Solyc10g081570	
Solyc10g081580	
Solyc10g081590	
Solyc10g081600	
Solyc10g081610	
Solyc10g081620	
Solyc10g081630	
Solyc10g081640	
Solyc10g081650	
Solyc10g081660	
Solyc10g081670	
Solyc10g081680	
Solyc10g081690	
Solyc10g081700	
Solyc10g081710	
Solyc10g081720	
Solyc10g081730	
Solyc10g081740	
Solyc10g081750	
Solyc10g081760	
Solyc10g081770	
Solyc10g081780	
Solyc10g081790	
Solyc10g081800	
Solyc10g081810	
Solyc10g081820	
Solyc10g081830	
Solyc10g081840	
Solyc10g081850	
Solyc10g081860	
Solyc10g081870	
Solyc10g081880	
Solyc10g081890	
Solyc10g081900	
Solyc10g081910	
Solyc10g081920	
Solyc10g081930	
Solyc10g081940	
Solyc10g081950	
Solyc10g081960	
Solyc10g081970	
Solyc10g081980	
Solyc10g081990	
Solyc10g082000	
Solyc10g082010	
Solyc10g082020	
Solyc10g082030	
Solyc10g082040	
Solyc10g082050	
Solyc10g082060	
Solyc10g083060	
Solyc10g083070	
Solyc10g083080	
Solyc10g083090	
Solyc10g083100	
Solyc10g083110	
Solyc10g083120	
Solyc10g083130	
Solyc10g083140	
Solyc10g083150	
Solyc10g083160	
Solyc10g083170	
Solyc10g083180	
Solyc10g083190	
Solyc10g083200	
Solyc10g083210	
Solyc10g083220	
Solyc10g083230	
Solyc10g083240	
Solyc10g083250	
Solyc10g083260	
Solyc10g083270	
Solyc10g083280	
Solyc10g083290	
Solyc10g083300	
Solyc10g083310	
Solyc10g083320	
Solyc10g083330	
Solyc10g083340	
Solyc10g083350	
Solyc10g083360	
Solyc10g083370	
Solyc10g083380	
Solyc10g083390	
Solyc10g083400	
Solyc10g083410	
Solyc10g083420	
Solyc10g083430	
Solyc10g083440	
Solyc10g083450	
Solyc10g083460	
Solyc10g083470	
Solyc10g083480	
Solyc10g083490	
Solyc10g083500	
Solyc10g083510	
Solyc10g083520	
Solyc10g083530	
Solyc10g083540	
Solyc10g083550	
Solyc10g084270	
Solyc10g084280	
Solyc10g084290	
Solyc10g084300	
Solyc10g084310	
Solyc10g084320	
Solyc10g084330	
Solyc10g084340	
Solyc10g084350	
Solyc10g084360	
Solyc10g084370	
Solyc10g084380	
Solyc10g084390	
Solyc10g084400	
Solyc10g084410	
Solyc10g084420	
Solyc10g084430	
Solyc10g084440	
Solyc10g084450	
Solyc10g084460	
Solyc10g084470	
Solyc10g084480	
Solyc10g084490	
Solyc10g084500	
Solyc10g084510	
Solyc10g084520	
Solyc10g084530	
Solyc10g084540	
Solyc10g084550	
Solyc10g084560	
Solyc10g087010	
Solyc10g087030	
Solyc10g084590	
Solyc10g084600	
Solyc10g084610	
Solyc10g084620	
Solyc10g084630	
Solyc10g084640	
Solyc10g084650	
Solyc10g084660	
Solyc10g084670	
Solyc10g084680	
Solyc10g084690	
Solyc10g084700	
Solyc10g084710	
Solyc10g084720	
Solyc10g084730	
Solyc10g084740	
Solyc10g084750	
Solyc10g084760	
Solyc10g084770	
Solyc10g084780	
Solyc10g084790	
Solyc10g084800	
Solyc10g084810	
Solyc10g084820	
Solyc10g084830	
Solyc10g084840	
Solyc10g084850	
Solyc10g084860	
Solyc10g084870	
Solyc10g084880	
Solyc10g084890	
Solyc10g085380	
Solyc10g085390	
Solyc10g085400	
Solyc10g085410	
Solyc10g085420	
Solyc10g085430	
Solyc10g085440	
Solyc10g085450	
Solyc10g085460	
Solyc10g085470	
Solyc10g085480	
Solyc10g085490	
Solyc10g085500	
Solyc10g085510	
Solyc10g085520	
Solyc10g085530	
Solyc10g085540	
Solyc10g085550	
Solyc10g085560	
Solyc10g085570	
Solyc10g085580	
Solyc10g085590	
Solyc10g085600	
Solyc10g085610	
Solyc10g085620	
Solyc10g085630	
Solyc10g085640	
Solyc10g085650	
Solyc10g085660	
Solyc10g085670	
Solyc10g085680	
Solyc10g085690	
Solyc10g085700	
Solyc10g085710	
Solyc10g085720	
Solyc10g085730	
Solyc10g085740	
Solyc10g085750	
Solyc10g085760	
Solyc10g085770	
Solyc10g085780	
Solyc10g085790	
Solyc10g085800	
Solyc10g085810	
Solyc10g085820	
Solyc10g085830	
Solyc10g085840	
Solyc10g085850	
Solyc10g085860	
Solyc10g085870	
Solyc10g085880	
Solyc10g085890	
Solyc10g085900	
Solyc10g085910	
Solyc10g085920	
Solyc10g085930	
Solyc10g085940	
Solyc10g085950	
Solyc10g085960	
Solyc10g085970	
Solyc10g085980	
Solyc10g085990	
Solyc10g086000	
Solyc10g086010	
Solyc10g086020	
Solyc10g086030	
Solyc10g086040	
Solyc10g086050	
Solyc10g086060	
Solyc10g086070	
Solyc10g086080	
Solyc10g086090	
Solyc10g086100	
Solyc10g086110	
Solyc10g086120	
Solyc10g086130	
Solyc10g086150	
Solyc10g086160	
Solyc10g086170	
Solyc10g086180	
Solyc10g086190	
Solyc10g086200	
Solyc10g086210	
Solyc10g086220	
Solyc10g086230	
Solyc10g086240	
Solyc10g086250	
Solyc10g086260	
Solyc10g086270	
Solyc10g086280	
Solyc10g086290	
Solyc10g086300	
Solyc10g086310	
Solyc10g086320	
Solyc10g086330	
Solyc10g086340	
Solyc10g086350	
Solyc10g086360	
Solyc10g086370	
Solyc10g086380	
Solyc10g086390	
Solyc10g086400	
Solyc10g086410	
Solyc10g086420	
Solyc10g086430	
Solyc10g086440	
Solyc10g086450	
Solyc10g086460	
Solyc10g086470	
Solyc10g086480	
Solyc10g086490	
Solyc10g086500	
Solyc10g086510	
Solyc10g086520	
Solyc11g005290	
Solyc11g005300	
Solyc11g005310	
Solyc11g005320	
Solyc11g005330	
Solyc11g005340	
Solyc11g005350	
Solyc11g005360	
Solyc11g005370	
Solyc11g005380	
Solyc11g005390	
Solyc11g005400	
Solyc11g005410	
Solyc11g005420	
Solyc11g005430	
Solyc11g006630	
Solyc11g006640	
Solyc11g006650	
Solyc11g006660	
Solyc11g006670	
Solyc11g006680	
Solyc11g006690	
Solyc11g006700	
Solyc11g006710	
Solyc11g006720	
Solyc11g006730	
Solyc11g006740	
Solyc11g006750	
Solyc11g006760	
Solyc11g006770	
Solyc11g007200	
Solyc11g007210	
Solyc11g007220	
Solyc11g007230	
Solyc11g007240	
Solyc11g007250	
Solyc11g007260	
Solyc11g007270	
Solyc11g007280	
Solyc11g007290	
Solyc11g007300	
Solyc11g007310	
Solyc11g007320	
Solyc11g007330	
Solyc11g007340	
Solyc11g007350	
Solyc11g007360	
Solyc11g007370	
Solyc11g007380	
Solyc11g007390	
Solyc11g007400	
Solyc11g007410	
Solyc11g007420	
Solyc11g007430	
Solyc11g007440	
Solyc11g007450	
Solyc11g007460	
Solyc11g007470	
Solyc11g007480	
Solyc11g007490	
Solyc11g007500	
Solyc11g007510	
Solyc11g007520	
Solyc11g007530	
Solyc11g007540	
Solyc11g007550	
Solyc11g007560	
Solyc11g007570	
Solyc11g007580	
Solyc11g011760	
Solyc11g011770	
Solyc11g011780	
Solyc11g011790	
Solyc11g011800	
Solyc11g011810	
Solyc11g011820	
Solyc11g011830	
Solyc11g011840	
Solyc11g011850	
Solyc11g011860	
Solyc11g011870	
Solyc11g011880	
Solyc11g011890	
Solyc11g011900	
Solyc11g011910	
Solyc11g011920	
Solyc11g011930	
Solyc11g011940	
Solyc11g011950	
Solyc11g011960	
Solyc11g011970	
Solyc11g011980	
Solyc11g011990	
Solyc11g012000	
Solyc11g012010	
Solyc11g012020	
Solyc11g012030	
Solyc11g012040	
Solyc11g012050	
Solyc11g012060	
Solyc11g012070	
Solyc11g012080	
Solyc11g012090	
Solyc11g012100	
Solyc11g012110	
Solyc11g030790	
Solyc11g030800	
Solyc11g030810	
Solyc11g030820	
Solyc11g030830	
Solyc11g030840	
Solyc11g030850	
Solyc11g030860	
Solyc11g030870	
Solyc11g062390	
Solyc11g062400	
Solyc11g062410	
Solyc11g062420	
Solyc11g062430	
Solyc11g064860	
Solyc11g064870	
Solyc11g064880	
Solyc11g064890	
Solyc11g064900	
Solyc11g064910	
Solyc11g064920	
Solyc11g064930	
Solyc11g064940	
Solyc11g066510	
Solyc11g066520	
Solyc11g066530	
Solyc11g066540	
Solyc11g066550	
Solyc11g066560	
Solyc11g066570	
Solyc11g066580	
Solyc11g066590	
Solyc12g005100	
Solyc12g005110	
Solyc12g005120	
Solyc12g005130	
Solyc12g005140	
Solyc12g005150	
Solyc12g005160	
Solyc12g005170	
Solyc12g005180	
Solyc12g005190	
Solyc12g005200	
Solyc12g005210	
Solyc12g005220	
Solyc12g005230	
Solyc12g005240	
Solyc12g005250	
Solyc12g005260	
Solyc12g005270	
Solyc12g005280	
Solyc12g005290	
Solyc12g005300	
Solyc12g005310	
Solyc12g005320	
Solyc12g005330	
Solyc12g005340	
Solyc12g005350	
Solyc12g005360	
Solyc12g005370	
Solyc12g005380	
Solyc12g005390	
Solyc12g005400	
Solyc12g005410	
Solyc12g005420	
Solyc12g005430	
Solyc12g005440	
Solyc12g005450	
Solyc12g005460	
Solyc12g005470	
Solyc12g005480	
Solyc12g005490	
Solyc12g005500	
Solyc12g005510	
Solyc12g005520	
Solyc12g005530	
Solyc12g005540	
Solyc12g005550	
Solyc12g005560	
Solyc12g005570	
Solyc12g005580	
Solyc12g005590	
Solyc12g005600	
Solyc12g005610	
Solyc12g005620	
Solyc12g005630	
Solyc12g005640	
Solyc12g005650	
Solyc12g006250	
Solyc12g006260	
Solyc12g006270	
Solyc12g006280	
Solyc12g006290	
Solyc12g006300	
Solyc12g006310	
Solyc12g006320	
Solyc12g006330	
Solyc12g006340	
Solyc12g006350	
Solyc12g006360	
Solyc12g006370	
Solyc12g006380	
Solyc12g006390	
Solyc12g006400	
Solyc12g006410	
Solyc12g006420	
Solyc12g006430	
Solyc12g006440	
Solyc12g006450	
Solyc12g006460	
Solyc12g006470	
Solyc12g006480	
Solyc12g006490	
Solyc12g006500	
Solyc12g006510	
Solyc12g006520	
Solyc12g006530	
Solyc12g006540	
Solyc12g006550	
Solyc12g006560	
Solyc12g006570	
Solyc12g006580	
Solyc12g006590	
Solyc12g006600	
Solyc12g006610	
Solyc12g006620	
Solyc12g006630	
Solyc12g006640	
Solyc12g006650	
Solyc12g006660	
Solyc12g006670	
Solyc12g006680	
Solyc12g006690	
Solyc12g006700	
Solyc12g006710	
Solyc12g006720	
Solyc12g006730	
Solyc12g006740	
Solyc12g006750	
Solyc12g006760	
Solyc12g006770	
Solyc12g006780	
Solyc12g006790	
Solyc12g006800	
Solyc12g006810	
Solyc12g006820	
Solyc12g006830	
Solyc12g006840	
Solyc12g006850	
Solyc12g006860	
Solyc12g006870	
Solyc12g006880	
Solyc12g006890	
Solyc12g006900	
Solyc12g006910	
Solyc12g006920	
Solyc12g006930	
Solyc12g006940	
Solyc12g006950	
Solyc12g006960	
Solyc12g006970	
Solyc12g006980	
Solyc12g006990	
Solyc12g007000	
Solyc12g007010	
Solyc12g007020	
Solyc12g007030	
Solyc12g007040	
Solyc12g007050	
Solyc12g007060	
Solyc12g007070	
Solyc12g007080	
Solyc12g007090	
Solyc12g007100	
Solyc12g007110	
Solyc12g007120	
Solyc12g007130	
Solyc12g007140	
Solyc12g007150	
Solyc12g007160	
Solyc12g007170	
Solyc12g007180	
Solyc12g007190	
Solyc12g007200	
Solyc12g007210	
Solyc12g007220	
Solyc12g007230	
Solyc12g007240	
Solyc12g007250	
Solyc12g007260	
Solyc12g007270	
Solyc12g007280	
Solyc12g007290	
Solyc12g007300	
Solyc12g007310	
Solyc12g007320	
Solyc12g008320	
Solyc12g008330	
Solyc12g008340	
Solyc12g008350	
Solyc12g008360	
Solyc12g008370	
Solyc12g008380	
Solyc12g008390	
Solyc12g008400	
Solyc12g008410	
Solyc12g008420	
Solyc12g008430	
Solyc12g008440	
Solyc12g008450	
Solyc12g008460	
Solyc12g008470	
Solyc12g008480	
Solyc12g008490	
Solyc12g008500	
Solyc12g008510	
Solyc12g008520	
Solyc12g008530	
Solyc12g008540	
Solyc12g008550	
Solyc12g008560	
Solyc12g008570	
Solyc12g008580	
Solyc12g008590	
Solyc12g008600	
Solyc12g008610	
Solyc12g008620	
Solyc12g008630	
Solyc12g008640	
Solyc12g008650	
Solyc12g008660	
Solyc12g008670	
Solyc12g008680	
Solyc12g008690	
Solyc12g008700	
Solyc12g008710	
Solyc12g008720	
Solyc12g008730	
Solyc12g008740	
Solyc12g008750	
Solyc12g008760	
Solyc12g008770	
Solyc12g008780	
Solyc12g008790	
Solyc12g008800	
Solyc12g008810	
Solyc12g008820	
Solyc12g008830	
Solyc12g008840	
Solyc12g008850	
Solyc12g008860	
Solyc12g008870	
Solyc12g008880	
Solyc12g008890	
Solyc12g008900	
Solyc12g008910	
Solyc12g008920	
Solyc12g008930	
Solyc12g008940	
Solyc12g008950	
Solyc12g008960	
Solyc12g008970	
Solyc12g008980	
Solyc12g008990	
Solyc12g009000	
Solyc12g009010	
Solyc12g009020	
Solyc12g009030	
Solyc12g009040	
Solyc12g009050	
Solyc12g009060	
Solyc12g009070	
Solyc12g009080	
Solyc12g009090	
Solyc12g009100	
Solyc12g009110	
Solyc12g009120	
Solyc12g009130	
Solyc12g009140	
Solyc12g009150	
Solyc12g009160	
Solyc12g009170	
Solyc12g009180	
Solyc12g009190	
Solyc12g009200	
Solyc12g009210	
Solyc12g009220	
Solyc12g009230	
Solyc12g009240	
Solyc12g009250	
Solyc12g009260	
Solyc12g009270	
Solyc12g009280	
Solyc12g009290	
Solyc12g009300	
Solyc12g009310	
Solyc12g009320	
Solyc12g009330	
Solyc12g009340	
Solyc12g009350	
Solyc12g009360	
Solyc12g009370	
Solyc12g009380	
Solyc12g009390	
Solyc12g009400	
Solyc12g009410	
Solyc12g009420	
Solyc12g009430	
Solyc12g009440	
Solyc12g009450	
Solyc12g009460	
Solyc12g009470	
Solyc12g009480	
Solyc12g009490	
Solyc12g009500	
Solyc12g009510	
Solyc12g009520	
Solyc12g009530	
Solyc12g009540	
Solyc12g009550	
Solyc12g009560	
Solyc12g009570	
Solyc12g009580	
Solyc12g009590	
Solyc12g009600	
Solyc12g009610	
Solyc12g009620	
Solyc12g009630	
Solyc12g009640	
Solyc12g009650	
Solyc12g009660	
Solyc12g009670	
Solyc12g009680	
Solyc12g009690	
Solyc12g009700	
Solyc12g009710	
Solyc12g009720	
Solyc12g009730	
Solyc12g009740	
Solyc12g009750	
Solyc12g009760	
Solyc12g009770	
Solyc12g009780	
Solyc12g009790	
Solyc12g009800	
Solyc12g009810	
Solyc12g009820	
Solyc12g009830	
Solyc12g009840	
Solyc12g009850	
Solyc12g009860	
Solyc12g009870	
Solyc12g009880	
Solyc12g009890	
Solyc12g009900	
Solyc12g009910	
Solyc12g009920	
Solyc12g009930	
Solyc12g009940	
Solyc12g009950	
Solyc12g009960	
Solyc12g009970	
Solyc12g009980	
Solyc12g009990	
Solyc12g010000	
Solyc12g010010	
Solyc12g010020	
Solyc12g010030	
Solyc12g010040	
Solyc12g010050	
Solyc12g010060	
Solyc12g010070	
Solyc12g010080	
Solyc12g010090	
Solyc12g010100	
Solyc12g010110	
Solyc12g010120	
Solyc12g010320	
Solyc12g010330	
Solyc12g010340	
Solyc12g010350	
Solyc12g010360	
Solyc12g010370	
Solyc12g010380	
Solyc12g010390	
Solyc12g010400	
Solyc12g010410	
Solyc12g010420	
Solyc12g010430	
Solyc12g010440	
Solyc12g010450	
Solyc12g010460	
Solyc12g010470	
Solyc12g010780	
Solyc12g010790	
Solyc12g010800	
Solyc12g010810	
Solyc12g010820	
Solyc12g010830	
Solyc12g010840	
Solyc12g010850	
Solyc12g010860	
Solyc12g010870	
Solyc12g010880	
Solyc12g010890	
Solyc12g010900	
Solyc12g010910	
Solyc12g010920	
Solyc12g010930	
Solyc12g010940	
Solyc12g010950	
Solyc12g010960	
Solyc12g010970	
Solyc12g010980	
Solyc12g010990	
Solyc12g011000	
Solyc12g011010	
Solyc12g011020	
Solyc12g011030	
Solyc12g011040	
Solyc12g011240	
Solyc12g011250	
Solyc12g011260	
Solyc12g011270	
Solyc12g011280	
Solyc12g011290	
Solyc12g011300	
Solyc12g011310	
Solyc12g011320	
Solyc12g011330	
Solyc12g011340	
Solyc12g011350	
Solyc12g011360	
Solyc12g011370	
Solyc12g011380	
Solyc12g011390	
Solyc12g011400	
Solyc12g011410	
Solyc12g011420	
Solyc12g011430	
Solyc12g011440	
Solyc12g011450	
Solyc12g011460	
Solyc12g011470	
Solyc12g013470	
Solyc12g013480	
Solyc12g013490	
Solyc12g013500	
Solyc12g013510	
Solyc12g013520	
Solyc12g013530	
Solyc12g013540	
